TEAM_ID,PACKET_COUNT,UPTIME_MS,GPS_LAT,GPS_LONG,GPS_ALT_M,TEMP_C,PRESSURE_HPA,OXYGEN_PCT,HUMIDITY_PCT,ECO2_PPM,TVOC_PPB,SPEC_415,SPEC_445,SPEC_480,SPEC_515,SPEC_555,SPEC_590,SPEC_630,SPEC_680,CLEAR,NIR,DT_SCORE,NH3_ppm,CO_ppm,NO2_ppm,LUX
ORG,1,6440,53.923933,0.970297,12,15.07,1015.08,20.8207,25.47,400,0,5,5,5,17,18,9,7,7,87,139,1,0.416,5.806,0.267,1.84
ORG,2,8758,53.923934,0.970295,12.3,14.82,1015.09,20.8365,25.22,400,0,5,4,5,17,18,9,6,7,79,123,1,0.391,4.499,0.272,1.84
ORG,1,6440,53.923935,0.970297,12.7,15.19,1015.05,20.839899,25.59,400,0,176,193,225,313,296,404,545,709,2572,2949,1,0.314,5.915,0.304,267.26
ORG,2,8758,53.923934,0.970297,12.8,14.95,1015.07,20.834,25.47,400,0,28,28,30,49,32,33,38,47,213,267,1,0.299,4.42,0.31,68.2
ORG,1,6504,53.923935,0.970298,13.8,15.43,1015.1,20.835899,25.7,400,0,198,217,278,328,364,481,581,690,4057,4601,1,0.254,6.87,0.347,418.41
ORG,2,8822,53.923935,0.970297,13.7,15.19,1015.1,20.796301,25.49,400,0,205,228,301,342,390,495,594,708,3949,4324,1,0.248,4.468,0.35,409.19
ORG,1,6439,53.923935,0.970297,13.6,15.65,1015.03,20.797701,25.78,400,0,219,228,251,313,349,526,871,1165,3690,4153,1,0.237,6.425,0.368,269.11
ORG,2,8757,53.923935,0.970297,13.6,15.41,1015.05,20.809601,25.52,400,0,205,221,252,286,316,487,809,1056,3929,4305,1,0.235,4.511,0.37,223.03
ORG,1,6298,53.923936,0.970297,13.9,15.89,1015.15,20.8188,25.44,400,0,68,74,91,91,261,360,504,618,2270,2706,-1,0.219,6.457,0.39,-1
ORG,2,8613,53.923935,0.970297,13.8,15.65,1015.14,20.823999,25.19,400,0,182,201,237,264,313,442,608,777,2782,3337,-1,0.215,4.438,0.391,-1
ORG,3,12927,53.923935,0.970297,13.8,15.47,1015.17,20.7971,25.14,400,0,201,211,244,284,317,445,613,815,3019,3608,-1,0.198,4.596,0.404,-1
ORG,4,15249,53.923935,87.633529,13.9,15.35,1015.19,20.8062,25.12,400,0,108,149,208,211,291,286,475,485,510,532,-1,0.199,4.707,0.41,-1
ORG,5,18306,261.018613,0.970296,13.9,15.26,1015.21,20.815599,25.08,400,0,157,224,272,289,345,490,499,700,565,578,-1,0.198,4.59,0.414,-1
ORG,6,20636,53.923936,0.970296,13.9,15.21,1015.22,20.8057,25.05,400,0,197,276,341,380,430,604,617,851,693,700,-1,0.198,4.42,0.416,-1
ORG,7,23684,53.923936,259.935845,13.9,15.19,1015.21,20.7859,25.03,401,0,99,129,156,173,215,255,282,379,939,968,-1,0.198,4.614,0.419,-1
ORG,1,6503,53.923936,0.970271,14.9,16.56,1015.1,20.829399,24.73,400,0,226,311,410,460,702,804,899,1111,1869,1881,1,0.185,6.754,0.434,1058
ORG,2,8821,53.923936,0.970271,14.6,16.33,1015.09,20.825399,24.33,400,0,218,299,399,434,597,734,984,1238,2781,2752,1,0.18,4.397,0.437,628.53
ORG,3,11869,53.923934,0.970262,14,16.15,1015.1,20.8326,24.11,400,0,246,327,415,462,576,714,863,1182,3465,2542,1,0.168,4.584,0.452,318.87
ORG,1,6504,53.923931,0.970245,12.5,16.86,1015.09,20.8162,23.55,400,0,6,5,6,17,19,10,8,9,97,158,1,0.189,6.853,0.446,1.84
ORG,2,8823,53.923931,0.970248,12.5,16.62,1015.1,20.8241,23.26,400,0,6,6,6,18,19,11,8,9,99,161,1,0.189,4.553,0.445,1.84
ORG,1,6439,53.923936,0.970265,13.1,16.94,1015.11,20.785801,23.22,400,0,5,4,5,16,18,9,7,7,82,126,1,0.199,6.903,0.448,1.84
ORG,2,8757,53.923936,0.970267,13.2,16.7,1015.12,20.7952,23.03,400,0,5,5,5,17,18,9,7,8,87,136,1,0.198,4.608,0.448,1.84
ORG,1,6439,53.923937,0.970275,13.6,16.95,1015.1,20.8155,22.89,400,0,5,5,5,17,18,9,7,8,88,140,1,0.201,6.87,0.453,1.84
ORG,2,8760,53.923938,0.970276,13.7,16.7,1015.11,20.826099,22.62,400,0,5,5,5,17,18,9,7,8,86,135,1,0.199,4.602,0.455,1.84
ORG,1,6439,53.923939,0.970277,14,17.14,1015.11,20.765499,23.1,400,0,5,4,5,17,18,9,7,8,84,129,1,0.206,6.97,0.456,1.84
ORG,2,8757,53.923939,0.970276,14.1,16.9,1015.11,20.755699,23.04,400,0,5,4,5,17,18,9,7,8,84,130,1,0.205,4.689,0.456,1.84
ORG,1,6440,53.923938,0.970273,14,17.36,1015.12,20.769501,23.31,400,0,5,5,5,17,18,9,7,8,88,137,1,0.212,7.02,0.457,1.84
ORG,2,8760,53.923938,0.970272,14,17.12,1015.12,20.7735,23.23,400,0,5,5,5,17,18,9,7,8,87,136,1,0.21,4.732,0.456,1.84
ORG,1,6440,53.92394,0.97027,14.1,17.56,1015.1,20.738701,23.77,400,0,5,5,5,17,18,9,7,8,88,138,1,0.217,7.063,0.457,1.84
ORG,2,8758,53.92394,0.97027,14,17.32,1015.11,20.738701,23.42,400,0,5,5,5,17,18,10,7,8,88,139,1,0.216,4.795,0.457,1.84
ORG,1,6440,53.923941,0.970272,14,17.74,1015.1,20.7589,23.02,400,0,5,4,5,16,17,9,7,8,82,129,1,0.221,7.08,0.46,1.84
ORG,2,8760,53.923941,0.970273,14,17.5,1015.12,20.784599,22.7,400,0,5,4,5,16,17,9,7,8,83,129,1,0.219,4.833,0.46,1.84
ORG,1,6439,53.923941,0.970275,13.9,17.89,1015.13,20.781401,22.54,400,0,4,4,5,15,16,8,6,7,75,115,1,0.223,7.122,0.465,1.84
ORG,2,8756,53.923941,0.970275,13.9,17.66,1015.13,20.791201,22.35,400,0,5,5,5,16,17,9,7,8,81,129,1,0.221,4.865,0.465,1.84
ORG,1,6504,53.923943,0.970276,13.8,18.14,1015.15,20.7229,23.4,400,0,4,4,4,15,16,8,6,7,72,110,1,0.226,7.217,0.468,1.84
ORG,2,8822,53.923943,0.970276,13.8,17.91,1015.16,20.6679,23.53,400,0,4,4,4,15,16,8,6,7,72,109,1,0.225,4.936,0.467,1.84
ORG,1,6440,53.923944,0.970274,13.8,18.32,1015.16,20.6639,25.18,400,0,150,193,251,297,176,229,304,392,1618,1579,1,0.236,7.243,0.463,372.33
ORG,2,8757,53.923944,0.970274,13.8,18.08,1015.14,20.7623,24.69,400,0,138,178,226,270,539,659,761,941,3493,3017,1,0.234,4.962,0.462,481.08
ORG,1,6298,53.923941,0.970265,13.5,18.51,1015.22,20.790701,24.01,400,0,154,201,261,306,349,420,494,636,2487,2630,-1,0.231,7.139,0.47,-1
ORG,2,8616,53.923941,0.970265,13.5,18.27,1015.18,20.778799,23.58,400,0,148,177,224,257,283,354,404,536,2162,2606,-1,0.228,4.904,0.47,-1
ORG,3,12878,53.923941,0.970268,12.9,18.09,1015.23,20.7663,23.4,400,0,4,4,5,16,17,8,6,7,75,115,-1,0.208,5.092,0.488,-1
ORG,4,15193,53.92394,0.97025,13.9,17.97,1015.25,20.7749,23.27,400,0,96,114,144,175,206,260,317,397,1466,1543,-1,0.209,5.293,0.492,-1
ORG,5,18239,57.738107,4.639285,13.6,17.87,1015.26,20.810499,23.01,400,0,133,156,203,237,241,318,422,555,1932,1903,-1,0.207,5.02,0.498,-1
ORG,6,20558,53.923939,0.970292,13.6,17.79,1015.27,20.794701,22.66,400,0,142,175,235,275,500,592,692,836,3662,3396,-1,0.204,4.764,0.503,-1
ORG,7,24880,53.923943,0.970295,13.2,17.74,1015.29,20.828899,22.28,400,0,5,5,5,17,18,9,6,7,82,131,-1,0.202,5.014,0.507,-1
ORG,8,30120,53.163344,0.970293,13.2,18.69,1015.31,-1,21.79,400,0,6,5,6,18,19,10,7,8,94,156,-1,0.204,5.74,0.51,-1
ORG,9,34530,53.923947,0.970294,13,18.39,1015.32,-1,21.42,400,0,4,4,5,16,17,8,6,6,76,119,-1,0.204,5.416,0.513,-1
ORG,10,36853,37.163344,0.970294,12.9,18.16,1015.32,0.0208,21.35,400,5,5,5,6,17,18,10,7,8,91,150,-1,0.205,5.279,0.515,-1
ORG,11,39860,53.923949,47.847915,12.8,17.99,1015.32,-1,21.27,400,2,5,5,5,17,18,9,7,7,85,136,-1,0.207,5.02,0.515,-1
ORG,12,45147,53.923948,0.970295,12.7,18.62,1015.29,20.8428,21.04,400,0,5,4,5,16,18,9,6,7,80,126,-1,0.208,5.368,0.516,-1
ORG,13,48195,53.923947,1.914768,12.7,18.34,1015.29,20.8388,20.86,410,0,5,4,5,17,18,9,6,7,81,128,-1,1.219,5.458,0.47,-1
ORG,14,50515,53.923947,0.970297,13.1,18.14,1015.29,0.2081,20.84,424,7,5,4,5,17,18,9,6,7,81,129,-1,0.206,0.126,0.516,-1
ORG,15,53538,53.923947,0.9703,12.9,17.99,1015.29,20.820999,20.84,413,1,5,4,5,17,18,9,6,7,81,129,-1,0.209,5.073,0.515,-1
ORG,16,55854,53.923947,260.991024,13,17.88,1015.29,20.8396,20.85,418,5,5,4,5,17,18,9,6,7,82,130,-1,0.211,4.852,0.515,-1
ORG,17,60566,53.923949,0.970302,13.5,18.71,1015.25,20.805901,20.83,419,5,5,5,5,17,18,9,7,7,84,133,-1,0.213,5.676,0.515,-1
ORG,18,62884,48.231248,0.970303,13.1,18.47,1015.26,20.8118,20.67,422,0,5,5,5,17,18,9,7,7,86,139,-1,0.214,4.878,0.514,-1
ORG,19,65908,53.923951,0.970305,9.2,18.28,1015.27,20.798,20.67,422,9,5,5,6,17,18,9,7,7,88,142,-1,0.216,5.132,0.514,-1
ORG,20,68224,57.430011,0.970306,21501.5,18.14,1015.28,20.809799,20.67,420,5,5,5,6,17,18,9,7,7,86,138,-1,0.216,4.884,0.514,-1
ORG,21,72570,37.163344,0.970306,13.4,18.03,1015.28,0.002,20.69,420,4,4,4,5,16,18,9,6,7,80,126,-1,0.217,5.145,0.514,-1
ORG,22,76564,56.635845,0.970306,13.5,18.82,1015.23,20.8356,20.63,416,5,5,5,5,17,18,9,6,7,83,131,-1,0.218,5.923,0.514,-1
ORG,23,80877,61.430011,0.970307,9.4,18.56,1015.24,20.8277,20.41,412,4,5,4,5,16,18,9,6,7,81,128,-1,0.219,5.139,0.515,-1
ORG,24,83213,53.923955,3.712869,3119.6,18.36,1015.26,2.0839,20.42,413,6,4,4,5,16,18,9,6,6,78,122,-1,0.219,5.347,0.515,-1
ORG,25,87495,53.923956,0.970308,13.7,18.2,1015.26,20.8277,20.43,409,2,5,4,5,16,18,9,6,7,81,128,-1,0.219,5.145,0.516,-1
ORG,26,89812,53.923956,0.970308,13.7,18.07,1015.26,20.812599,20.47,416,6,4,4,5,16,17,8,6,6,76,117,-1,0.219,5.341,0.518,-1
ORG,27,94507,53.923956,0.970308,13.7,18.83,1015.26,0.8316,20.4,407,8,4,4,5,16,17,8,6,6,73,112,-1,0.22,5.726,0.518,-1
ORG,28,96852,51.581435,0.970308,13.7,18.58,1015.27,0.2082,20.24,417,8,4,4,5,16,17,8,6,6,73,113,-1,0.22,4.897,0.519,-1
ORG,29,99870,53.923956,257.213819,13.7,18.37,1015.27,20.812599,20.26,416,7,5,4,5,16,18,9,6,7,81,129,-1,0.22,5.145,0.518,-1
ORG,30,102188,53.923956,0.856597,13.7,18.21,1015.26,20.8284,20.27,424,12,5,4,5,16,18,9,6,7,82,132,-1,0.221,4.91,0.519,-1
ORG,31,105232,53.923956,3.538107,21842.8,18.09,1015.25,20.849501,20.28,412,8,5,4,5,16,19,10,8,9,93,145,-1,0.221,5.152,0.52,-1
ORG,32,109228,53.923956,0.970307,13.8,18.85,1015.22,20.802601,20.27,412,5,4,4,5,16,18,9,6,7,82,130,-1,0.221,5.513,0.521,-1
ORG,33,112269,0,3.363344,3120.3,18.59,1015.23,20.808599,20.14,405,9,5,5,5,17,18,9,6,7,84,133,-1,0.222,5.165,0.521,-1
ORG,34,115781,0,3.312869,13.8,18.39,1015.25,-1,20.16,408,6,5,4,5,17,18,9,6,7,81,128,-1,0.222,4.929,0.521,-1
ORG,35,118887,0,0,13.6,18.24,1015.25,20.8106,20.21,400,5,5,5,6,17,19,10,7,8,94,155,-1,0.222,5.591,0.522,-1
ORG,36,121274,53.923958,3.538107,3104.9,18.13,1015.26,0.002,20.2,409,7,6,6,7,18,20,11,9,9,110,189,-1,0.223,4.955,0.523,-1
ORG,37,127268,53.923957,0.970306,9.6,18.96,1015.24,-1,20.24,405,6,6,6,7,19,20,11,9,9,111,192,-1,0.224,5.864,0.522,-1
ORG,38,130890,53.923956,0.970306,13.8,18.72,1015.25,20.8244,20.27,422,6,6,6,6,18,19,10,8,8,100,169,-1,0.226,5.402,0.521,-1
ORG,39,133906,53.923956,259.958821,13.7,18.54,1015.25,20.802601,20.5,434,14,5,5,6,18,19,10,8,8,99,167,-1,0.223,5.683,0.519,-1
ORG,40,136240,53.92395,0.970311,14.2,18.42,1015.25,20.788799,20.6,443,18,411,506,690,753,936,1118,1362,1673,5891,5431,-1,0.225,4.988,0.519,-1
ORG,41,140963,53.92395,259.991024,14.1,19.24,1015.22,20.794701,20.8,453,14,340,494,675,816,916,1087,1297,1664,6079,5206,-1,0.222,5.827,0.522,-1
ORG,42,144603,53.92395,0.970309,0,19,1015.23,-1,20.71,467,22,379,555,753,861,882,1095,1239,1647,5511,4483,-1,0.223,4.968,0.522,-1
ORG,1,6513,53.923953,0.970317,13.1,19.4,1015.12,20.782801,21.11,400,0,4,4,4,17,18,8,6,6,70,101,1,0.243,2.803,0.457,1.84
ORG,2,8969,53.923952,0.970311,12.7,19.15,1015.12,20.788799,20.75,400,0,4,4,5,17,19,9,6,6,75,111,1,0.237,5.04,0.46,1.84
ORG,1,6440,53.923956,0.970307,13.8,19.44,1015.11,20.8165,20.4,400,0,4,4,5,17,18,9,6,6,76,116,1,0.233,7.191,0.478,1.84
ORG,2,9078,53.923959,0.970306,14,19.2,1015.12,20.818501,20.22,400,0,4,4,5,17,18,9,6,6,76,114,1,0.231,5.119,0.479,1.84
ORG,1,6440,53.923965,0.970307,14.2,19.58,1015.11,20.806601,20.53,400,0,4,4,5,17,19,9,6,6,77,118,1,0.236,7.251,0.487,1.84
ORG,2,8878,53.923966,0.970308,14.2,19.34,1015.12,20.7887,20.32,400,0,4,4,5,17,18,8,6,6,72,109,1,0.234,5.106,0.487,1.84
ORG,1,6439,53.923966,0.970303,14,19.62,1015.11,20.8125,20.62,400,0,4,4,4,16,18,8,5,5,68,102,1,0.237,7.234,0.494,1.84
ORG,2,8758,53.923968,0.970305,14.1,19.37,1015.13,20.8125,20.45,400,0,4,4,4,16,18,8,5,5,69,104,1,0.235,5.046,0.494,1.84
ORG,1,6440,53.923972,0.970304,14.4,19.59,1015.11,20.797899,20.27,400,0,4,4,5,17,18,8,6,6,73,110,1,0.239,7.234,0.5,1.84
ORG,2,8757,53.923972,0.970303,14.5,19.34,1015.12,20.8323,20.08,400,0,4,4,5,17,18,8,6,6,73,111,1,0.236,5.066,0.5,1.84
ORG,1,6440,53.923975,0.9703,14.6,19.7,1015.12,20.802601,20.25,400,0,4,4,5,17,18,9,6,6,76,118,1,0.242,7.304,0.503,1.84
ORG,2,8758,53.923975,0.9703,14.5,19.46,1015.13,20.7868,20.06,400,0,4,4,5,17,18,8,6,6,74,115,1,0.24,5.119,0.503,1.84
ORG,1,6440,53.923976,0.970296,14.5,19.85,1015.12,20.8125,20.19,400,0,4,4,5,17,18,8,6,6,73,110,1,0.247,7.347,0.503,1.84
ORG,2,8756,53.923975,0.970295,14.5,19.62,1015.13,20.810499,20,400,0,4,4,5,17,18,8,6,6,75,116,1,0.245,5.152,0.503,1.84
ORG,1,6439,53.923977,0.970292,14.5,19.93,1015.13,20.8204,19.92,400,0,5,4,5,17,18,9,6,6,79,124,0,0.249,7.33,0.505,1.84
ORG,2,8758,53.923976,0.970292,14.5,19.68,1015.13,20.814501,19.65,400,0,5,4,5,17,18,9,6,6,78,124,0,0.245,5.112,0.506,1.84
ORG,1,6439,53.923976,0.970291,14.5,19.84,1015.12,20.8165,19.66,400,0,4,4,5,17,18,8,6,6,74,114,0,0.248,7.321,0.51,1.84
ORG,2,8755,53.923975,0.970291,14.4,19.6,1015.14,20.818399,19.5,400,0,4,4,5,17,18,8,6,6,74,114,0,0.245,5.139,0.51,1.84
ORG,1,6636,53.923881,0.970372,12.7,20.05,1015.13,20.810499,20.5,400,0,4,4,5,16,18,8,5,5,73,116,1,0.439,2.931,0.444,1.84
ORG,2,8951,53.923896,0.970326,12,19.82,1015.13,20.7966,20.38,400,0,4,4,4,16,17,8,5,5,70,110,1,0.368,4.988,0.438,1.84
ORG,1,6440,53.923927,0.970277,9.1,20.17,1015.13,20.791201,20.19,400,0,4,4,5,16,18,8,5,5,74,117,1,0.256,7.148,0.46,1.84
ORG,2,8756,53.923934,0.970266,10.1,19.93,1015.14,20.805099,19.98,400,0,4,4,5,17,18,8,6,6,76,123,1,0.248,4.968,0.464,1.84
ORG,1,6440,53.923938,0.970267,11.5,20.27,1015.14,20.811001,19.84,400,0,4,3,4,16,17,7,5,5,67,102,1,0.241,7.208,0.48,1.84
ORG,2,8755,53.923938,0.970268,11.7,20.03,1015.15,20.801901,19.62,400,0,4,3,4,16,17,7,5,5,66,99,1,0.238,5.001,0.482,1.84
ORG,1,6441,53.923939,0.970261,11.8,20.34,1015.13,20.792,19.71,400,0,3,3,4,16,17,7,4,4,63,93,1,0.243,7.26,0.49,1.84
ORG,2,8756,53.92394,0.970263,11.7,20.1,1015.14,20.8078,19.52,400,0,3,3,4,16,17,7,4,4,63,92,1,0.24,5.053,0.491,1.84
ORG,1,6438,53.923937,0.970264,11.4,20.41,1015.15,20.8078,19.63,400,0,3,3,4,15,17,7,4,4,60,86,1,0.245,7.286,0.497,1.84
ORG,2,8754,53.923936,0.970266,11.4,20.16,1015.15,20.7959,19.43,400,0,3,3,4,15,17,7,4,4,62,90,1,0.243,5.099,0.497,1.84
ORG,1,6440,53.923935,0.970264,11.2,20.46,1015.16,20.7959,19.61,400,0,3,3,4,15,17,7,4,4,61,90,1,0.249,7.33,0.5,1.84
ORG,2,8756,53.923935,0.970264,11.1,20.22,1015.16,20.803101,19.46,400,0,3,3,4,15,17,7,4,4,62,91,1,0.247,5.139,0.5,1.84
ORG,1,6440,53.923935,0.970264,10.8,20.53,1015.16,20.7584,19.97,400,0,3,3,3,15,17,6,4,4,56,79,1,0.253,7.356,0.502,1.84
ORG,2,8756,53.923935,0.970263,10.8,20.29,1015.16,20.776199,19.74,400,0,3,2,3,15,16,6,3,3,53,73,1,0.251,5.185,0.502,1.84
ORG,1,6440,53.923952,0.970286,12.5,20.57,1015.07,20.7663,20.2,400,0,128,173,222,267,259,319,390,471,1725,1416,0,0.248,7.26,0.507,221.18
ORG,2,8761,53.923956,0.970294,12.4,20.33,1015.07,20.782101,20.02,400,0,129,172,228,268,570,712,766,1006,4409,3361,0,0.243,5.046,0.509,235.93
